"order_id";"customer_id";"product_id";"category";"brand";"sub_category";"order_date";"quantity";"order_status";"order_channel";"warehouse_id";"payment_method";"gross_revenue";"total_cost";"discount_amount";"net_revenue";"shipping_cost";"reverse_shipping_cost";"total_logistics";"delivery_days";"delivery_status";"payment_fee";"is_returned";"return_reason";"refund_status";"net_profit"
18267;1866;5;"Electronics";"BrandB";"SubCat-4";"2024-12-13";5;"CANCELLED";"WEB";8;"COD";4535.0;735.0;377.0;4158.0;64.0;0.0;64.0;7;"ON_TIME";158.73;0;"No Return";"NA";3200.27
19210;456;5;"Electronics";"BrandB";"SubCat-4";"2024-10-17";1;"SHIPPED";"WEB";22;"COD";907.0;147.0;0.0;907.0;134.0;0.0;134.0;2;"ON_TIME";31.75;0;"No Return";"NA";594.25
19516;7095;5;"Electronics";"BrandB";"SubCat-4";"2024-10-18";4;"CANCELLED";"APP";14;"UPI";3628.0;588.0;263.0;3365.0;124.0;0.0;124.0;3;"LOST";43.54;0;"No Return";"NA";2609.46
3826;6132;6;"Grocery";"BrandD";"SubCat-5";"2024-09-25";3;"SHIPPED";"WEB";14;"COD";1851.0;573.0;0.0;1851.0;0.0;0.0;0.0;6;"ON_TIME";64.79;0;"No Return";"NA";1213.21
11793;2955;6;"Grocery";"BrandD";"SubCat-5";"2024-05-11";3;"DELIVERED";"WEB";20;"COD";1851.0;573.0;280.0;1571.0;0.0;0.0;0.0;6;"ON_TIME";64.79;0;"No Return";"NA";933.21
15741;6799;6;"Grocery";"BrandD";"SubCat-5";"2024-02-07";1;"SHIPPED";"APP";6;"UPI";617.0;191.0;0.0;617.0;0.0;0.0;0.0;6;"ON_TIME";7.4;0;"No Return";"NA";418.6
16252;2912;6;"Grocery";"BrandD";"SubCat-5";"2024-04-08";2;"DELIVERED";"APP";13;"UPI";1234.0;382.0;177.0;1057.0;0.0;0.0;0.0;6;"ON_TIME";14.81;0;"No Return";"NA";660.19
20487;3779;6;"Grocery";"BrandD";"SubCat-5";"2024-11-19";2;"SHIPPED";"WEB";4;"UPI";1234.0;382.0;0.0;1234.0;0.0;0.0;0.0;6;"ON_TIME";14.81;0;"No Return";"NA";837.19
1871;1078;7;"Electronics";"BrandB";"SubCat-6";"2024-04-30";2;"PENDING";"WEB";15;"CARD";1306.0;1010.0;0.0;1306.0;0.0;0.0;0.0;6;"ON_TIME";27.43;0;"No Return";"NA";268.57
6238;1659;7;"Electronics";"BrandB";"SubCat-6";"2024-06-16";1;"PENDING";"WEB";6;"CARD";653.0;505.0;354.0;299.0;0.0;0.0;0.0;6;"ON_TIME";13.71;0;"No Return";"NA";-219.71
6238;1659;7;"Electronics";"BrandB";"SubCat-6";"2024-06-16";1;"PENDING";"WEB";6;"CARD";653.0;505.0;6000.0;-5347.0;0.0;0.0;0.0;6;"ON_TIME";13.71;0;"No Return";"NA";-5865.71
16625;4926;7;"Electronics";"BrandB";"SubCat-6";"2024-04-30";5;"PENDING";"WEB";3;"WALLET";3265.0;2525.0;86.0;3179.0;64.0;0.0;64.0;9;"DELAYED";65.3;0;"No Return";"NA";524.7
21720;8956;7;"Electronics";"BrandB";"SubCat-6";"2024-04-23";1;"CANCELLED";"CALL_CENTER";9;"COD";653.0;505.0;0.0;653.0;0.0;0.0;0.0;6;"ON_TIME";22.86;0;"No Return";"NA";125.14
1264;5912;9;"Electronics";"BrandA";"SubCat-8";"2024-09-23";3;"DELIVERED";"APP";12;"COD";2769.0;867.0;337.0;2432.0;0.0;0.0;0.0;6;"ON_TIME";96.92;0;"No Return";"NA";1468.08
2392;503;9;"Electronics";"BrandA";"SubCat-8";"2024-03-04";4;"PENDING";"CALL_CENTER";17;"CARD";3692.0;1156.0;0.0;3692.0;134.0;49.0;183.0;6;"ON_TIME";77.53;0;"No Return";"NA";2275.47
3699;249;9;"Electronics";"BrandA";"SubCat-8";"2024-11-13";4;"SHIPPED";"WEB";20;"CARD";3692.0;1156.0;0.0;3692.0;68.0;0.0;68.0;6;"ON_TIME";77.53;0;"No Return";"NA";2390.47
7636;787;9;"Electronics";"BrandA";"SubCat-8";"2024-05-12";2;"PENDING";"APP";17;"UPI";1846.0;578.0;391.0;1455.0;0.0;0.0;0.0;6;"ON_TIME";22.15;0;"No Return";"NA";854.85
9186;7631;9;"Electronics";"BrandA";"SubCat-8";"2024-12-14";3;"CANCELLED";"WEB";11;"CARD";2769.0;867.0;307.0;2462.0;84.47;106.0;190.47;6;"DELAYED";58.15;0;"No Return";"NA";1346.38
16652;8221;9;"Electronics";"BrandA";"SubCat-8";"2024-04-22";3;"PENDING";"CALL_CENTER";13;"COD";2769.0;867.0;0.0;2769.0;76.0;0.0;76.0;1;"LOST";96.92;1;"Late Delivery";"Processed";-1039.92
21564;1173;9;"Electronics";"BrandA";"SubCat-8";"2024-07-16";3;"DELIVERED";"WEB";24;"COD";2769.0;867.0;0.0;2769.0;0.0;0.0;0.0;6;"ON_TIME";96.92;0;"No Return";"NA";1805.08
1272;4280;10;"Home";"BrandD";"SubCat-9";"2024-12-18";1;"CANCELLED";"CALL_CENTER";11;"UPI";844.0;537.0;95.0;749.0;49.0;0.0;49.0;1;"LOST";10.13;0;"No Return";"NA";152.87
1272;4280;10;"Home";"BrandD";"SubCat-9";"2024-12-18";1;"CANCELLED";"CALL_CENTER";11;"UPI";844.0;537.0;356.0;488.0;49.0;0.0;49.0;1;"LOST";10.13;0;"No Return";"NA";-108.13
5425;487;10;"Home";"BrandD";"SubCat-9";"2024-06-24";5;"DELIVERED";"WEB";2;"COD";4220.0;2685.0;0.0;4220.0;0.0;0.0;0.0;6;"ON_TIME";147.7;0;"No Return";"NA";1387.3
6815;7846;10;"Home";"BrandD";"SubCat-9";"2024-06-02";1;"PENDING";"WEB";9;"UPI";844.0;537.0;125.0;719.0;45.0;0.0;45.0;5;"DELAYED";10.13;0;"No Return";"NA";126.87
9140;5306;10;"Home";"BrandD";"SubCat-9";"2024-01-31";3;"DELIVERED";"CALL_CENTER";5;"WALLET";2532.0;1611.0;0.0;2532.0;137.0;0.0;137.0;2;"DELAYED";50.64;0;"No Return";"NA";733.36
9694;3540;10;"Home";"BrandD";"SubCat-9";"2024-09-18";2;"DELIVERED";"APP";8;"UPI";1688.0;1074.0;83.0;1605.0;0.0;0.0;0.0;6;"ON_TIME";20.26;0;"No Return";"NA";510.74
9694;3540;10;"Home";"BrandD";"SubCat-9";"2024-09-18";2;"DELIVERED";"APP";8;"UPI";1688.0;1074.0;158.0;1530.0;0.0;0.0;0.0;6;"ON_TIME";20.26;0;"No Return";"NA";435.74
13020;4486;10;"Home";"BrandD";"SubCat-9";"2024-09-05";4;"PENDING";"WEB";14;"UPI";3376.0;2148.0;0.0;3376.0;0.0;0.0;0.0;6;"ON_TIME";40.51;0;"No Return";"NA";1187.49
14829;3181;10;"Home";"BrandD";"SubCat-9";"2024-03-24";3;"DELIVERED";"CALL_CENTER";12;"UPI";2532.0;1611.0;334.0;2198.0;0.0;0.0;0.0;6;"ON_TIME";30.38;0;"No Return";"NA";556.62
18210;2686;10;"Home";"BrandD";"SubCat-9";"2024-06-13";1;"CANCELLED";"WEB";23;"WALLET";844.0;537.0;0.0;844.0;45.0;0.0;45.0;7;"DELAYED";16.88;0;"No Return";"NA";245.12
18210;2686;10;"Home";"BrandD";"SubCat-9";"2024-06-13";1;"CANCELLED";"WEB";23;"WALLET";844.0;537.0;0.0;844.0;62.0;0.0;62.0;6;"DELAYED";16.88;0;"No Return";"NA";228.12
20039;5877;10;"Home";"BrandD";"SubCat-9";"2024-11-21";1;"SHIPPED";"WEB";24;"UPI";844.0;537.0;0.0;844.0;0.0;0.0;0.0;6;"ON_TIME";10.13;0;"No Return";"NA";296.87
20984;898;10;"Home";"BrandD";"SubCat-9";"2024-05-07";4;"PENDING";"APP";21;"UPI";3376.0;2148.0;0.0;3376.0;37.0;0.0;37.0;2;"LOST";40.51;1;"Not Specified";"Processed";-2225.51
20984;898;10;"Home";"BrandD";"SubCat-9";"2024-05-07";4;"PENDING";"APP";21;"UPI";3376.0;2148.0;0.0;3376.0;37.0;0.0;37.0;2;"LOST";40.51;1;"Wrong Item";"Pending";-2225.51
458;5473;11;"Fashion";"BrandD";"SubCat-10";"2024-12-15";2;"SHIPPED";"CALL_CENTER";5;"WALLET";632.0;490.0;0.0;632.0;0.0;0.0;0.0;6;"ON_TIME";12.64;0;"No Return";"NA";129.36
2355;180;11;"Fashion";"BrandD";"SubCat-10";"2024-11-23";5;"SHIPPED";"WEB";2;"WALLET";1580.0;1225.0;289.0;1291.0;0.0;0.0;0.0;6;"ON_TIME";31.6;0;"No Return";"NA";34.4
2355;180;11;"Fashion";"BrandD";"SubCat-10";"2024-11-23";5;"SHIPPED";"WEB";2;"WALLET";1580.0;1225.0;320.0;1260.0;0.0;0.0;0.0;6;"ON_TIME";31.6;0;"No Return";"NA";3.4
6371;4889;11;"Fashion";"BrandD";"SubCat-10";"2024-10-01";4;"DELIVERED";"APP";24;"CARD";1264.0;980.0;317.0;947.0;0.0;0.0;0.0;6;"ON_TIME";26.54;0;"No Return";"NA";-59.54
7351;1746;11;"Fashion";"BrandD";"SubCat-10";"2024-07-07";1;"SHIPPED";"CALL_CENTER";19;"WALLET";316.0;245.0;0.0;316.0;128.0;0.0;128.0;1;"LOST";6.32;0;"No Return";"NA";-63.32
8079;8402;11;"Fashion";"BrandD";"SubCat-10";"2024-07-12";4;"DELIVERED";"WEB";11;"COD";1264.0;980.0;0.0;1264.0;0.0;0.0;0.0;6;"ON_TIME";44.24;0;"No Return";"NA";239.76
9036;556;11;"Fashion";"BrandD";"SubCat-10";"2024-09-30";2;"SHIPPED";"WEB";6;"WALLET";632.0;490.0;203.0;429.0;111.0;0.0;111.0;6;"ON_TIME";12.64;1;"Not Specified";"Processed";-613.64
9121;132;11;"Fashion";"BrandD";"SubCat-10";"2024-09-26";5;"PENDING";"CALL_CENTER";11;"COD";1580.0;1225.0;77.0;1503.0;0.0;0.0;0.0;6;"ON_TIME";55.3;0;"No Return";"NA";222.7
9292;4099;11;"Fashion";"BrandD";"SubCat-10";"2024-08-28";1;"DELIVERED";"APP";22;"COD";316.0;245.0;0.0;316.0;30.0;0.0;30.0;10;"LOST";11.06;0;"No Return";"NA";29.94
11821;2882;11;"Fashion";"BrandD";"SubCat-10";"2024-12-12";3;"PENDING";"WEB";11;"COD";948.0;735.0;0.0;948.0;0.0;0.0;0.0;6;"ON_TIME";33.18;0;"No Return";"NA";179.82
12161;4669;11;"Fashion";"BrandD";"SubCat-10";"2024-09-10";4;"PENDING";"WEB";9;"UPI";1264.0;980.0;90.0;1174.0;0.0;0.0;0.0;6;"ON_TIME";15.17;0;"No Return";"NA";178.83
16149;6832;11;"Fashion";"BrandD";"SubCat-10";"2024-11-05";5;"DELIVERED";"WEB";11;"UPI";1580.0;1225.0;191.0;1389.0;0.0;0.0;0.0;6;"ON_TIME";18.96;0;"No Return";"NA";145.04
16149;6832;11;"Fashion";"BrandD";"SubCat-10";"2024-11-05";5;"DELIVERED";"WEB";11;"UPI";1580.0;1225.0;115.0;1465.0;0.0;0.0;0.0;6;"ON_TIME";18.96;0;"No Return";"NA";221.04
16346;2424;11;"Fashion";"BrandD";"SubCat-10";"2024-10-20";3;"SHIPPED";"WEB";15;"CARD";948.0;735.0;0.0;948.0;0.0;0.0;0.0;6;"ON_TIME";19.91;0;"No Return";"NA";193.09
16803;8436;11;"Fashion";"BrandD";"SubCat-10";"2024-08-11";1;"DELIVERED";"APP";10;"COD";316.0;245.0;0.0;316.0;104.0;0.0;104.0;3;"ON_TIME";11.06;1;"Not Specified";"Pending";-360.06
16803;8436;11;"Fashion";"BrandD";"SubCat-10";"2024-08-11";1;"DELIVERED";"APP";10;"COD";316.0;245.0;0.0;316.0;136.0;0.0;136.0;5;"ON_TIME";11.06;1;"Not Specified";"Pending";-392.06
17307;2399;11;"Fashion";"BrandD";"SubCat-10";"2024-03-24";4;"PENDING";"APP";19;"CARD";1264.0;980.0;0.0;1264.0;0.0;0.0;0.0;6;"ON_TIME";26.54;1;"Customer Changed Mind";"Processed";-1006.54
17621;8919;11;"Fashion";"BrandD";"SubCat-10";"2024-04-16";1;"SHIPPED";"WEB";21;"WALLET";316.0;245.0;0.0;316.0;82.0;0.0;82.0;6;"LOST";6.32;0;"No Return";"NA";-17.32
9190;7462;12;"Grocery";"BrandD";"SubCat-11";"2024-10-23";5;"PENDING";"APP";16;"WALLET";5655.0;885.0;0.0;5655.0;0.0;0.0;0.0;6;"ON_TIME";113.1;0;"No Return";"NA";4656.9
12947;8375;12;"Grocery";"BrandD";"SubCat-11";"2024-10-12";4;"PENDING";"APP";5;"COD";4524.0;708.0;0.0;4524.0;0.0;0.0;0.0;6;"ON_TIME";158.34;0;"No Return";"NA";3657.66
14399;1547;12;"Grocery";"BrandD";"SubCat-11";"2024-02-28";5;"PENDING";"CALL_CENTER";4;"WALLET";5655.0;885.0;0.0;5655.0;0.0;0.0;0.0;6;"ON_TIME";113.1;1;"Quality Issue";"Pending";-998.1
18286;1389;12;"Grocery";"BrandD";"SubCat-11";"2024-09-26";2;"PENDING";"CALL_CENTER";16;"CARD";2262.0;354.0;0.0;2262.0;0.0;0.0;0.0;6;"ON_TIME";47.5;0;"No Return";"NA";1860.5
19875;8672;12;"Grocery";"BrandD";"SubCat-11";"2024-05-17";1;"CANCELLED";"WEB";6;"CARD";1131.0;177.0;0.0;1131.0;40.0;0.0;40.0;5;"LOST";23.75;0;"No Return";"NA";890.25
4381;201;13;"Home";"BrandB";"SubCat-0";"2024-06-02";4;"CANCELLED";"CALL_CENTER";20;"CARD";2432.0;472.0;0.0;2432.0;0.0;0.0;0.0;6;"ON_TIME";51.07;0;"No Return";"NA";1908.93
5121;129;13;"Home";"BrandB";"SubCat-0";"2024-10-15";3;"CANCELLED";"APP";16;"WALLET";1824.0;354.0;64.0;1760.0;0.0;0.0;0.0;6;"ON_TIME";36.48;0;"No Return";"NA";1369.52
5807;3467;13;"Home";"BrandB";"SubCat-0";"2024-01-20";4;"PENDING";"APP";21;"CARD";2432.0;472.0;349.0;2083.0;0.0;0.0;0.0;6;"ON_TIME";51.07;0;"No Return";"NA";1559.93
5807;3467;13;"Home";"BrandB";"SubCat-0";"2024-01-20";4;"PENDING";"APP";21;"CARD";2432.0;472.0;245.0;2187.0;0.0;0.0;0.0;6;"ON_TIME";51.07;0;"No Return";"NA";1663.93
7214;4494;13;"Home";"BrandB";"SubCat-0";"2024-06-10";5;"CANCELLED";"WEB";19;"UPI";3040.0;590.0;0.0;3040.0;0.0;0.0;0.0;6;"ON_TIME";36.48;0;"No Return";"NA";2413.52
8889;8994;13;"Home";"BrandB";"SubCat-0";"2024-11-29";4;"CANCELLED";"WEB";12;"CARD";2432.0;472.0;0.0;2432.0;0.0;0.0;0.0;6;"ON_TIME";51.07;0;"No Return";"NA";1908.93
9849;4409;13;"Home";"BrandB";"SubCat-0";"2024-02-11";4;"CANCELLED";"CALL_CENTER";6;"UPI";2432.0;472.0;0.0;2432.0;0.0;0.0;0.0;6;"ON_TIME";29.18;0;"No Return";"NA";1930.82
17642;2754;13;"Home";"BrandB";"SubCat-0";"2024-09-23";2;"CANCELLED";"WEB";7;"CARD";1216.0;236.0;0.0;1216.0;109.0;0.0;109.0;4;"LOST";25.54;0;"No Return";"NA";845.46
20370;6086;13;"Home";"BrandB";"SubCat-0";"2024-12-26";1;"CANCELLED";"APP";12;"WALLET";608.0;118.0;0.0;608.0;74.0;0.0;74.0;7;"LOST";12.16;0;"No Return";"NA";403.84
858;264;14;"Fashion";"BrandD";"SubCat-1";"2024-09-17";5;"DELIVERED";"WEB";17;"CARD";6070.0;1250.0;0.0;6070.0;0.0;0.0;0.0;6;"ON_TIME";127.47;1;"Late Delivery";"Processed";-1377.47
2906;1352;14;"Fashion";"BrandD";"SubCat-1";"2024-07-30";4;"DELIVERED";"WEB";12;"COD";4856.0;1000.0;259.0;4597.0;58.0;0.0;58.0;1;"LOST";169.96;0;"No Return";"NA";3369.04
3811;2497;14;"Fashion";"BrandD";"SubCat-1";"2024-11-13";2;"PENDING";"APP";16;"WALLET";2428.0;500.0;0.0;2428.0;73.0;0.0;73.0;2;"DELAYED";48.56;1;"Quality Issue";"Processed";-621.56
3811;2497;14;"Fashion";"BrandD";"SubCat-1";"2024-11-13";2;"PENDING";"APP";16;"WALLET";2428.0;500.0;0.0;2428.0;67.0;0.0;67.0;9;"LOST";48.56;1;"Quality Issue";"Processed";-615.56
4327;2879;14;"Fashion";"BrandD";"SubCat-1";"2024-11-14";3;"PENDING";"WEB";6;"UPI";3642.0;750.0;214.0;3428.0;84.47;53.0;137.47;1;"ON_TIME";43.7;0;"No Return";"NA";2496.83
4327;2879;14;"Fashion";"BrandD";"SubCat-1";"2024-11-14";3;"PENDING";"WEB";6;"UPI";3642.0;750.0;214.0;3428.0;82.0;0.0;82.0;8;"ON_TIME";43.7;0;"No Return";"NA";2552.3
7134;7167;14;"Fashion";"BrandD";"SubCat-1";"2024-07-24";3;"PENDING";"WEB";3;"WALLET";3642.0;750.0;0.0;3642.0;91.0;0.0;91.0;1;"LOST";72.84;0;"No Return";"NA";2728.16
9741;2573;14;"Fashion";"BrandD";"SubCat-1";"2024-07-05";4;"PENDING";"APP";12;"UPI";4856.0;1000.0;202.0;4654.0;0.0;0.0;0.0;6;"ON_TIME";58.27;0;"No Return";"NA";3595.73
9747;3615;14;"Fashion";"BrandD";"SubCat-1";"2024-08-11";1;"PENDING";"WEB";9;"COD";1214.0;250.0;0.0;1214.0;82.0;0.0;82.0;1;"LOST";42.49;0;"No Return";"NA";839.51
9747;3615;14;"Fashion";"BrandD";"SubCat-1";"2024-08-11";1;"PENDING";"WEB";9;"COD";1214.0;250.0;0.0;1214.0;40.0;0.0;40.0;6;"LOST";42.49;0;"No Return";"NA";881.51
10866;7076;14;"Fashion";"BrandD";"SubCat-1";"2024-08-27";2;"DELIVERED";"WEB";3;"WALLET";2428.0;500.0;0.0;2428.0;0.0;0.0;0.0;6;"ON_TIME";48.56;1;"Late Delivery";"Processed";-548.56
11031;3486;14;"Fashion";"BrandD";"SubCat-1";"2024-04-15";3;"PENDING";"WEB";9;"CARD";3642.0;750.0;0.0;3642.0;79.0;0.0;79.0;4;"LOST";76.48;0;"No Return";"NA";2736.52
11152;7032;14;"Fashion";"BrandD";"SubCat-1";"2024-08-06";4;"SHIPPED";"CALL_CENTER";17;"COD";4856.0;1000.0;0.0;4856.0;0.0;0.0;0.0;6;"ON_TIME";169.96;0;"No Return";"NA";3686.04
13628;7237;14;"Fashion";"BrandD";"SubCat-1";"2024-02-02";2;"CANCELLED";"APP";13;"COD";2428.0;500.0;0.0;2428.0;131.0;0.0;131.0;10;"LOST";84.98;0;"No Return";"NA";1712.02
13628;7237;14;"Fashion";"BrandD";"SubCat-1";"2024-02-02";2;"CANCELLED";"APP";13;"COD";2428.0;500.0;0.0;2428.0;84.0;0.0;84.0;5;"LOST";84.98;0;"No Return";"NA";1759.02
14414;3582;14;"Fashion";"BrandD";"SubCat-1";"2024-03-16";4;"PENDING";"APP";24;"UPI";4856.0;1000.0;101.0;4755.0;0.0;0.0;0.0;6;"ON_TIME";58.27;1;"Not Specified";"Rejected";-1058.27
16164;3164;14;"Fashion";"BrandD";"SubCat-1";"2024-04-29";5;"SHIPPED";"WEB";1;"WALLET";6070.0;1250.0;279.0;5791.0;0.0;0.0;0.0;6;"ON_TIME";121.4;1;"Quality Issue";"Processed";-1371.4
10626;4343;15;"Beauty";"BrandD";"SubCat-2";"2024-04-14";2;"PENDING";"APP";13;"CARD";1498.0;298.0;6000.0;-4502.0;0.0;0.0;0.0;6;"ON_TIME";31.46;0;"No Return";"NA";-4831.46
10657;205;15;"Beauty";"BrandD";"SubCat-2";"2024-07-23";1;"PENDING";"WEB";16;"WALLET";749.0;149.0;0.0;749.0;0.0;0.0;0.0;6;"ON_TIME";14.98;1;"Not Specified";"Processed";-163.98
